Serial,Event,Code_County,County,Code_District,District,Code_Division,Division,Date_YMD,Cause,Description_of_Cause,Source,Magnitude,GLIDEnumber,Other_sectors,DataCards,Deaths,Injured,Missing,Houses_Destroyed,Houses_Damaged,Victims,Affected,Relocated,Evacuated,Losses_$USD,Losses_$Local,Education_centers,Hospitals,Damages_in_crops_Ha,Lost_Cattle,OBJECTID
Serial,Event,Code County,County,Code District,District,Code Division,Division,Date (YMD),Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle,0
11,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,11/09/2011 08:00:00 AM +0000,Error,Pedestrian crossing road,KPR,,,car damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,01/01/2011 08:00:00 AM +0000,,Hit and run,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35,TRAFFIC ACCIDENT,12,KERICHO,1203,BURET,120303,KONOIN,01/01/2011 08:00:00 AM +0000,Other cause,Driver lost control of the vehicle.,KPR,,,The motor vehicle front bumper and windscreen were damaged. ,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230504,KASIKEU,01/30/2011 08:00:00 AM +0000,Negligence,Recklessness,,,,Minivan and Leyland lorry damaged,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,TRAFFIC ACCIDENT,20,LAIKIPIA,2008,LAIKIPIA WEST,200801,CENTRAL LAIKIPIA,01/01/2011 08:00:00 AM +0000,Error,Pedal cyclist was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
37,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,260805,BUURI,01/30/2011 08:00:00 AM +0000,Error,Pedestrian walking along the road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
38,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311010,MBOGOINI,01/01/2011 08:00:00 AM +0000,Other cause,Hit and run by a motor cycle.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
39,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,,,01/30/2011 08:00:00 AM +0000,,,KPR,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
41,TRAFFIC ACCIDENT,18,KITUI,1803,KITUI,180306,MUTOMO,01/01/2011 08:00:00 AM +0000,Other cause,Driver lost control of the vehicle.,KPR,,,Motor vehicle was damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
40,TRAFFIC ACCIDENT,45,VIHIGA,4508,VIHIGA,450802,LUANDA,01/30/2011 08:00:00 AM +0000,Fault,broken lorry shaft,KPR,,,Lorry damaged,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10
42,TRAFFIC ACCIDENT,26,MERU,,,,,01/01/2011 08:00:00 AM +0000,Error,Pedestrian crossed the road abruptly and was hit by a motor.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
43,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,01/01/2011 08:00:00 AM +0000,Other cause,Hit and run,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
44,TRAFFIC ACCIDENT,45,VIHIGA,4508,VIHIGA,450802,LUANDA,01/29/2011 08:00:00 AM +0000,Negligence,hit and run,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
45,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,01/31/2011 08:00:00 AM +0000,Error,driver lost control,KPR,,,vehicle damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
46,TRAFFIC ACCIDENT,18,KITUI,1803,KITUI,,,01/31/2011 08:00:00 AM +0000,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
47,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,01/31/2011 08:00:00 AM +0000,Error,Pedestrian walking along the road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
48,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130105,LIMURU,01/02/2011 08:00:00 AM +0000,Other cause,Driver lost control of the vehicle.,KPR,,,,1,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,17
50,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,01/03/2011 08:00:00 AM +0000,Other cause,The driver lost control of the motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
51,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,01/31/2011 08:00:00 AM +0000,Error,driver lost control while trying to avoid an accident,KPR,,,vehicle damaged,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
52,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,01/31/2011 08:00:00 AM +0000,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
53,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130701,GATANGA,01/02/2011 08:00:00 AM +0000,,Pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
55,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,01/31/2011 08:00:00 AM +0000,,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
57,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,160306,OGEMBO,01/31/2011 08:00:00 AM +0000,Error,motor cycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
59,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140106,KALOLENI,02/01/2011 08:00:00 AM +0000,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
61,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,,,11/10/2011 08:00:00 AM +0000,Error,,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
60,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,01/02/2011 08:00:00 AM +0000,Error,Motor cycle hit a stationary motor vehicle.,KPR,,,Motor vehicle and motor cycle were damaged.,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
63,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,02/01/2011 08:00:00 AM +0000,Error,driver lost control,KPR,,,motor cycle nissan van involved,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27
65,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,02/01/2011 08:00:00 AM +0000,Error,Pedestrians walking along the road  driver lost control,KPR,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28
64,TRAFFIC ACCIDENT,47,WEST POKOT,4718,WEST POKOT,471805,KAPENGURIA,01/03/2011 08:00:00 AM +0000,Error,Overloaded Isuzu lorry lost control.,KPR,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
68,TRAFFIC ACCIDENT,45,VIHIGA,4508,VIHIGA,450803,SABATIA,01/03/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
70,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,01/03/2011 08:00:00 AM +0000,Error,Pedal cyclist was knocked down by a Mini bus.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
71,TRAFFIC ACCIDENT,18,KITUI,1803,KITUI,,,02/27/2011 08:00:00 AM +0000,Error,,,,,Motorcycle damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
72,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311014,NJORO,01/03/2011 08:00:00 AM +0000,Error,Matatu brakes failed and knocked two motor cycles.,KPR,,,Motor vehicle and motor cycle were damaged.,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33
73,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,,,02/28/2011 08:00:00 AM +0000,Error,Lost control,,,,Landcruiser damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
69,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,02/02/2011 08:00:00 AM +0000,Error,motor cycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
74,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,01/03/2011 08:00:00 AM +0000,Error,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
75,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,11/10/2011 08:00:00 AM +0000,Error,Lost control,,,,Land rover destroyed,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37
76,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,02/02/2011 08:00:00 AM +0000,Error,Tyre burst led to lorry overturning,KPR,,,,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38
78,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,02/02/2011 08:00:00 AM +0000,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
80,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,02/02/2011 08:00:00 AM +0000,,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
79,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,02/27/2011 08:00:00 AM +0000,Negligence,Juvenile pedestrian knocked down,,,,Saloon vehicle damanged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
84,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,02/02/2011 08:00:00 AM +0000,Error,handcart pusher hit by motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
88,TRAFFIC ACCIDENT,7,HOMABAY,704,HOMA BAY,70402,NDHIWA,02/02/2011 08:00:00 AM +0000,Error,driver lost control,KPR,,,,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43
91,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,02/02/2011 08:00:00 AM +0000,Error,Head on collision,KPR,,,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44
95,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150205,NDIA,02/03/2011 08:00:00 AM +0000,Error,,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
93,TRAFFIC ACCIDENT,38,SIAYA,3801,BONDO,380101,BONDO,01/03/2011 08:00:00 AM +0000,Error,Motor cyclist lost control and rolled.,KPR,,,Motor cycle was damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
96,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130702,GATUNDU,02/03/2011 08:00:00 AM +0000,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
97,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,,,01/03/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
98,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,,,02/27/2011 08:00:00 AM +0000,,,,,,2 Motorcycles damaged,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49
99,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,,,02/03/2011 08:00:00 AM +0000,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
102,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220401,CENTRAL MACHAKOS,02/03/2011 08:00:00 AM +0000,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
100,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,,,01/03/2011 08:00:00 AM +0000,Error,Pickup lost control  went off the road & knocked pedestrian.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
103,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,02/03/2011 08:00:00 AM +0000,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
104,TRAFFIC ACCIDENT,45,VIHIGA,4508,VIHIGA,450802,LUANDA,02/27/2011 08:00:00 AM +0000,Error,Lost control,,,,Bus damaged,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,54
108,TRAFFIC ACCIDENT,16,KISII,,,,,02/03/2011 08:00:00 AM +0000,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
109,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,02/03/2011 08:00:00 AM +0000,Error,driver lost control,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
110,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30110,WEBUYE,02/03/2011 08:00:00 AM +0000,Error,Pedestrian crossing road,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57
111,TRAFFIC ACCIDENT,29,MURANGA,,,,,02/28/2011 08:00:00 AM +0000,,,KPR,,,Motorcycle damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
113,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,,,02/28/2011 08:00:00 AM +0000,Negligence,Passenger alighted from a moving vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
112,TRAFFIC ACCIDENT,35,NYANDARUA,3505,NYANDARUA,350508,SOUTH KINANGOP,01/04/2011 08:00:00 AM +0000,Error,Car lost control  went off the road & knocked pedestrian.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
115,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,,,02/01/2011 08:00:00 AM +0000,Error,Pedestrian walking along the road,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
119,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130702,GATUNDU,01/04/2011 08:00:00 AM +0000,Error,Motor cyclist lost control.,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
120,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130706,RUIRU,01/04/2011 08:00:00 AM +0000,Error,Matatu lost control and veered off the road.,KPR,,,Matatu was damaged.,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63
123,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130706,RUIRU,01/05/2011 08:00:00 AM +0000,Error,Motor vehicle lost control  veered off the road and rolled.,KPR,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,64
124,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,01/05/2011 08:00:00 AM +0000,Error,Pedal cyclist knocked down by motor vehicle.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
125,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,01/04/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a mini bus.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
126,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,,,01/05/2011 08:00:00 AM +0000,Error,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
127,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280502,ISLAND,01/05/2011 08:00:00 AM +0000,Error,Motor cycle knocked down by a lorry.,KPR,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
128,TRAFFIC ACCIDENT,7,HOMABAY,704,HOMA BAY,,,01/05/2011 08:00:00 AM +0000,Error,Saloon cat hit another and both lost control.,KPR,,,Motor vehicles were damaged.,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69
130,TRAFFIC ACCIDENT,38,SIAYA,3811,SIAYA,381107,YALA,01/05/2011 08:00:00 AM +0000,Error,Two motor cycles collided.,KPR,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
132,TRAFFIC ACCIDENT,38,SIAYA,3811,SIAYA,381107,YALA,01/05/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
133,TRAFFIC ACCIDENT,11,KEIYO-MARAKWET,1105,KEIYO,110503,KAMARINY,01/04/2011 08:00:00 AM +0000,Error,Matatu and saloon car collided head on.,KPR,,,Motor vehicles were damaged.,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,72
139,TRAFFIC ACCIDENT,45,VIHIGA,4508,VIHIGA,450802,LUANDA,01/05/2011 08:00:00 AM +0000,Error,Matatu lost control and veered off the road.,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
140,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,01/06/2011 08:00:00 AM +0000,Error,Saloon car lost control and plunged into a stream.,KPR,,,Motor vehicle was damaged.,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
143,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,01/06/2011 08:00:00 AM +0000,Hit and Run,Pedestrian was knocked down by a station wagon.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
144,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,01/07/2011 08:00:00 AM +0000,Error,Motor vehicle collided head on with a motor cycle.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
145,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,,,01/06/2011 08:00:00 AM +0000,Error,Motor tractor lost control and threw loaders away.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
148,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30105,KIMILILI,01/06/2011 08:00:00 AM +0000,Fault,Rear left wheel leaped off from the vehicle.,KPR,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,78
149,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,,,01/07/2011 08:00:00 AM +0000,Error,Motor cyclist lost control and landed in a ditch.,KPR,,,Motor cycle was damaged.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79
150,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360602,KIENI EAST,01/07/2011 08:00:00 AM +0000,Hit and Run,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
151,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,,,01/07/2011 08:00:00 AM +0000,Error,Loss of control after ramming into a trailer.,KPR,,,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81
153,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/08/2011 08:00:00 AM +0000,Hit and Run,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
154,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,01/08/2011 08:00:00 AM +0000,Hit and Run,Pedestrian was knocked down by motor vehicle.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
155,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,01/08/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
156,TRAFFIC ACCIDENT,27,MIGORI,2706,KURIA,270604,MASABA KURIA,01/08/2011 08:00:00 AM +0000,Error,Pedestrian crossed the road abruptly and was hit by a motor.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
159,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30110,WEBUYE,01/08/2011 08:00:00 AM +0000,Error,Motor tractor lost control and landed on the driver.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
160,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,01/08/2011 08:00:00 AM +0000,Error,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
162,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,270701,AWENDO,01/09/2011 08:00:00 AM +0000,Error,Conductor slipped  fell and was run over by the rear wheel,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
163,TRAFFIC ACCIDENT,2,BOMET,202,BOMET,20201,BOMET CENTRAL,01/09/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
166,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441705,SOY,01/09/2011 08:00:00 AM +0000,Error,Matatu collided with pedal cyclist.,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
167,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,01/09/2011 08:00:00 AM +0000,Error,Passenger fell and was overun by rear tyres while alighting,KPR,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
168,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/09/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a Mini bus.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
169,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290403,KANGEMA,01/10/2011 08:00:00 AM +0000,Hit and Run,Pedestrian was knocked down by a lorry.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
171,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/10/2011 08:00:00 AM +0000,Error,Motor cycle knocked down by motor vehicle.,KPR,,,Motor vehicles and motor cycle were damaged.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94
174,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,01/10/2011 08:00:00 AM +0000,Error,Motor cyclist rammed into a lorry,KPR,,,Motor cycle was damaged.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95
175,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100407,SHINYALU,01/10/2011 08:00:00 AM +0000,Error,Juvenile pedestrian was knocked down by a motor cycle.,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
176,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130105,LIMURU,01/11/2011 08:00:00 AM +0000,Error,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
177,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,,,01/10/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
180,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,01/11/2011 08:00:00 AM +0000,Error,Driver did not give way hence loss of control,KPR,,,Motor vehicles and motor cycle were damaged.,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
182,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/11/2011 08:00:00 AM +0000,Error,Driver did not give way at roundabout ,KPR,,,Motor vehicle was damaged.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
183,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,270701,AWENDO,01/11/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,Motor vehicle was damaged on the bonnet and windscreen.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
184,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140106,KALOLENI,01/13/2011 08:00:00 AM +0000,Error,Driver lost control and container fell on the turn boy,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
186,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220406,MATUNGULU,01/13/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a lorry.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
187,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/12/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
188,TRAFFIC ACCIDENT,6,GARISSA,601,GARISSA,,,01/11/2011 08:00:00 AM +0000,Error,The bus got a right tyre burst  lost control & veered off,KPR,,,,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,105
189,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,,,01/11/2011 08:00:00 AM +0000,Error,Matatu collided with a motor cycle,KPR,,,Motor vehicle and motor cycle were damaged.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
191,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340804,NYAMIRA,01/12/2011 08:00:00 AM +0000,Error,Driver lost control of the vehicle  veered off the road.,KPR,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,107
192,TRAFFIC ACCIDENT,33,NAROK,3312,NAROK,331205,MULOT,01/13/2011 08:00:00 AM +0000,Error,Motor cyclist knocked down by a car.,KPR,,,Motor vehicle and motor cycle were damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
193,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100401,IKOLOMANI,01/12/2011 08:00:00 AM +0000,Fault,Brakes failed  driver lost control & veered off the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
196,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,,,01/13/2011 08:00:00 AM +0000,Error,Pedestrian was knocked down by a matatu.,KPR,,,Motor vehicle was damaged.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110
